epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,75.0411,1.4258,2.76754,1.29703,1,0.05442,0.3872,0.19237,1.39245,3.74712,1.21693,0.000654088,0.000654088,0.000654088
2,149.468,1.48109,2.19665,1.28369,0.74689,0.39502,0.53495,0.26748,1.5895,3.24508,1.42461,0.0012946,0.0012946,0.0012946
